sentence,label
"the public reactions to the raids were unjustifiably sceptical in comparison to the response to the Sydney siege","claim"
".","other"
"Even so","other"
",","other"
"the authorities' heed for caution may have come too late for some","claim"
".","other"
"Slipshod media reports","other"
"that the flag held in the shop window was an ISIL flag","other"
"-","other"
"when","other"
"it was not","other"
"-","other"
"may have already fuelled the imaginations of too many","claim"
".","other"
"Whatever	Modd-NU","other"
"the outcome of the full investigation	Modd-NU","other"
",","other"
"one thing remains clear","claim"
":","other"
"This was a tragic learning experience for the Australian media, public, and politicians","claim"
".","other"
"Keep calm and carry on, though","other"
"pay a thought or two","other"
"to","other"
"how","other"
"we ought","other"
"to respond to events like these in the future","other"
".","other"
"If Greece turns left, will Europe follow?","other"
"Greece is heading towards snap elections on January 25","other"
"after","other"
"the conservative coalition government, currently in office, failed","other"
"to reach a supermajority of 180 MPs","other"
"in order","other"
"to elect the new president of the republic","other"
"as","other"
"dictated by the Greek constitution","premise"
".","other"
"Stavros Demas, a former European Commissioner and candidate of choice of the two ruling parties, was never really proposed with the purpose","other"
"to achieve and express the maximum consensus among the Greek population","claim"
".","other"
"Demas is coming from the heart of the ruling conservative New Democracy party and symbolises the party's loyalty to the current establishment in the EU","claim"
".","other"
"The main opposition party, SYRIZA, openly invested in the constitutional opportunity","other"
"to overturn the government months ago","other"
"claiming","other"
"that its endurance in office for two more years would be abnormal","other"
"as","other"
"it would contradict the popular sentiment tracked in every opinion poll during the past year","other"
"or so","premise"
".","other"
"By all odds	Modd-NU","other"
",	Modd-NU","other"
"SYRIZA is leading the polls by 3 percent to 10 percent and is expected","other"
"to form a government","other"
"either based on a robust majority of the left in parliament, or, in coalition with minor parties","other"
"who are willing","other"
"to follow its agenda","other"
",","other"
"renegotiate a bailout agreement","other"
"that will not be catastrophic for Greek society and the Greek economy","claim"
".","other"
"Despite the fact","other"
"that both the German and the Greek conservative governments present the current bailout programme as a ''success story''","other"
",","other"
"most analysts around the globe agree","other"
"that it has actually failed","claim"
".","other"
"Six years of continuing recession have resulted in a loss of 25 percent of GDP and a rise of unemployment to 27 percent","premise"
".","other"
"Greek debt is well over 170 percent of GDP now","claim"
"and","other"
"according to Troika estimations it will be no less than 120 percent by 2020","premise"
".","other"
"These facts translate to two things","claim"
".","other"
"Firstly","other"
",","other"
"there can be no development under austerity policies for the majority of the population","claim"
",","other"
"even if","other"
"the Eurozone fixes its competitiveness problem and exits deflation","other"
"and","other"
"the Greek economy starts","other"
"developing at a growth rate of over 4 percent","claim"
"-","other"
"which is highly unlikely","claim"
".","other"
"Secondly, there can be no functioning democracy","other"
"so long as","other"
"Greece is not given choices other than poverty, degrowth and exclusion","claim"
".","other"
"Greece is in the state of protectorate at the moment, bound in a bailout agreement","other"
"that strips its ability","other"
"to produce and reject different solutions","claim"
".","other"
"But it's not just Greece","claim"
".","other"
"Spain follows the same path both in regards to the social crisis and the political management of that crisis","claim"
".","other"
"Poverty and unemployment figures look much like the Greek ones and the Spanish conservative government resorts to authoritarian measures","other"
"in order","other"
"to keep the Spanish society tight","claim"
".","other"
"For example	Modd-NU","other"
",	Modd-NU","other"
"the public security law voted","other"
"a few days ago is a clear attempt of the government","other"
"to muzzle protests over its handling of the financial crisis","claim"
".","other"
"Deflation hits Europe and the prospects of its biggest economies like France's, Italy's and Germany's, are not looking good","other"
"to pull the Eurozone back to the track of growth","claim"
".","other"
"As a result, political forces","other"
"that question austerity","other"
"are gaining momentum","claim"
"whether","other"
"they are nationalist Euroskeptic and even fascist, or progressive, democratic and pro-European like the Spanish ally party of SYRIZA, Podemos","claim"
".","other"
"What","other"
"is striking about SYRIZA","other"
"is","other"
"that its critique and analysis since 2009 have been proven","other"
"to be correct despite the continuing fear campaign against him both inside and out of the country","claim"
".","other"
"Recently Prime Minister Antonis Samaras accused the party of the radical left","other"
"that it will lead Greece to default and bankruptcy","other"
"if","other"
"it tries","other"
"to negotiate lighter terms for the repayment of the Greek debt","claim"
".","other"
"Jean Claude Juncker's Commission has been issuing exhortations to the Greek electorate","other"
"not to vote for SYRIZA","premise"
"and","other"
"German finance minister is openly saying","other"
"that there is no alternative for Greece","other"
",","other"
"no matter which government comes in office","premise"
".","other"
"But economic analysts","other"
"who have defended the reforms","other"
"are starting","other"
"to agree with SYRIZA on several issues, including the need","other"
"to stop austerity and move faster to a process of debt forgiveness","claim"
".","other"
"FT's Wolfgang Munchau writes","other"
"that ''the radical left is right about Europe's debt''","premise"
